timestamp,node_id,node_type,voltage_v,current_a,power_kw,label,is_anomaly
2026-03-21T00:05:00+00:00,load_dispensary_03,load,19885.5313,0.6248,12.4251,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_04,load,19909.9966,0.6407,12.7561,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_05,load,19723.4338,0.7688,15.1634,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_06,load,20063.3443,0.829,16.6323,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_07,load,19836.2741,0.9338,18.5224,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_08,load,20068.986,1.1065,22.2064,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_09,load,19718.5648,1.1823,23.3139,normal,0
2026-03-21T00:05:00+00:00,load_dispensary_10,load,19938.4454,1.5176,30.2578,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_01,load,19797.4244,0.7741,15.3243,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_02,load,19903.1952,0.904,17.9929,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_03,load,19710.6491,1.0517,20.73,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_04,load,19722.7291,1.1318,22.3229,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_05,load,19791.7998,1.3852,27.4151,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_06,load,19792.7612,1.4728,29.1509,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_07,load,19828.745,1.5999,31.725,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_08,load,19835.3592,1.8745,37.1813,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_09,load,19823.5613,2.5624,50.7957,normal,0
2026-03-21T00:05:00+00:00,load_ifc_a_10,load,19767.0854,2.6606,52.5919,normal,0
2026-03-21T00:05:00+00:00,load_lh_01,load,19606.3986,0.8237,16.1493,normal,0
2026-03-21T00:05:00+00:00,load_lh_02,load,19924.7482,0.9708,19.3428,normal,0
2026-03-21T00:05:00+00:00,load_lh_03,load,18482.0485,2.1891,38.9435,overload,1
2026-03-21T00:05:00+00:00,load_lh_04,load,19833.2687,1.1729,23.2631,normal,0
2026-03-21T00:05:00+00:00,load_lh_05,load,19853.9626,1.4214,28.2205,normal,0
2026-03-21T00:05:00+00:00,load_lh_06,load,19967.5181,1.5768,31.4857,normal,0
2026-03-21T00:05:00+00:00,load_lh_07,load,19901.7425,1.4097,28.0562,normal,0
2026-03-21T00:05:00+00:00,load_lh_08,load,19799.3025,1.6489,32.6476,normal,0
2026-03-21T00:05:00+00:00,load_lh_09,load,19935.3178,2.1241,42.3452,normal,0
2026-03-21T00:05:00+00:00,load_lh_10,load,19960.2052,2.6502,52.8984,normal,0
2026-03-21T00:05:00+00:00,load_lib_01,load,19767.8864,1.0231,20.2252,normal,0
2026-03-21T00:05:00+00:00,load_lib_02,load,19508.7499,1.3968,27.2506,normal,0
2026-03-21T00:05:00+00:00,load_lib_03,load,19921.8554,1.3468,26.8308,normal,0
2026-03-21T00:05:00+00:00,load_lib_04,load,19877.5075,1.5606,31.0214,normal,0
2026-03-21T00:05:00+00:00,load_lib_05,load,19775.2808,1.9814,39.1831,normal,0
2026-03-21T00:05:00+00:00,load_lib_06,load,20074.8934,2.0993,42.1426,normal,0
2026-03-21T00:05:00+00:00,load_lib_07,load,19863.8176,2.2602,44.8968,normal,0
2026-03-21T00:05:00+00:00,load_lib_08,load,20016.3231,2.4848,49.7373,normal,0
2026-03-21T00:05:00+00:00,load_lib_09,load,19816.2202,3.1438,62.2974,normal,0
2026-03-21T00:05:00+00:00,load_lib_10,load,19658.8667,4.0741,80.0922,normal,0
2026-03-21T00:05:00+00:00,load_mega_hostel_01,load,19760.9568,3.6431,71.9916,normal,0
2026-03-21T00:05:00+00:00,load_mega_hostel_02,load,19899.2764,1.8776,37.3627,normal,0
2026-03-21T00:05:00+00:00,load_mfc_01,load,19823.0125,0.467,9.2575,normal,0
2026-03-21T00:05:00+00:00,load_mfc_02,load,19640.2478,0.5684,11.1631,normal,0
2026-03-21T00:05:00+00:00,load_mfc_03,load,19874.0052,0.6904,13.7202,normal,0
2026-03-21T00:05:00+00:00,load_mfc_04,load,19808.8648,0.8787,17.406,normal,0
2026-03-21T00:05:00+00:00,load_mfc_05,load,19864.8055,0.8169,16.2283,normal,0
2026-03-21T00:05:00+00:00,load_mfc_06,load,19980.3365,1.0566,21.1114,normal,0
2026-03-21T00:05:00+00:00,load_mfc_07,load,19653.0786,1.0989,21.5972,normal,0
2026-03-21T00:05:00+00:00,load_mfc_08,load,19536.0976,1.1031,21.5508,normal,0
2026-03-21T00:05:00+00:00,load_mfc_09,load,19684.4271,1.6794,33.0581,normal,0
2026-03-21T00:05:00+00:00,load_mfc_10,load,19795.4986,1.8833,37.2811,normal,0
2026-03-21T00:05:00+00:00,load_mme_01,load,19714.8035,0.9098,17.9364,normal,0
2026-03-21T00:05:00+00:00,load_mme_02,load,19870.001,0.9444,18.765,normal,0
2026-03-21T00:05:00+00:00,load_mme_03,load,19726.2449,1.2001,23.6725,normal,0
2026-03-21T00:05:00+00:00,load_mme_04,load,19868.0682,1.4004,27.8238,normal,0
2026-03-21T00:05:00+00:00,load_mme_05,load,19848.0546,1.4861,29.496,normal,0
2026-03-21T00:05:00+00:00,load_mme_06,load,19804.6776,1.708,33.8263,normal,0
2026-03-21T00:05:00+00:00,load_mme_07,load,19858.118,1.7583,34.9167,normal,0
2026-03-21T00:05:00+00:00,load_mme_08,load,19795.1676,1.9121,37.8497,normal,0
2026-03-21T00:05:00+00:00,load_mme_09,load,19773.6866,2.3114,45.7052,normal,0
2026-03-21T00:05:00+00:00,load_mme_10,load,19868.2708,3.0548,60.6932,normal,0
2026-03-21T00:05:00+00:00,load_ped_01,load,19803.4495,0.7565,14.9809,normal,0
2026-03-21T00:05:00+00:00,load_ped_02,load,19834.2188,0.9322,18.4898,normal,0
2026-03-21T00:05:00+00:00,load_ped_03,load,19840.421,1.1515,22.8465,normal,0
2026-03-21T00:05:00+00:00,load_ped_04,load,19942.4125,1.3373,26.6688,normal,0
2026-03-21T00:05:00+00:00,load_ped_05,load,19746.4193,1.5409,30.4264,normal,0
2026-03-21T00:05:00+00:00,load_ped_06,load,19749.5174,1.7194,33.9581,normal,0
2026-03-21T00:05:00+00:00,load_ped_07,load,19912.3853,1.6185,32.2281,normal,0
2026-03-21T00:05:00+00:00,load_ped_08,load,19827.7517,1.9805,39.2696,normal,0
2026-03-21T00:05:00+00:00,load_ped_09,load,19731.2477,2.419,47.7291,normal,0
2026-03-21T00:05:00+00:00,load_ped_10,load,19918.1792,3.1979,63.6957,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_01,load,19861.0402,1.1242,22.3269,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_02,load,19963.5015,1.4059,28.0674,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_03,load,19728.3083,1.7094,33.7228,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_04,load,19612.1127,1.8662,36.5996,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_05,load,20001.2012,2.0491,40.9848,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_06,load,19704.8251,2.3584,46.4728,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_07,load,20030.504,1.9669,39.3978,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_08,load,19639.4377,2.633,51.7112,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_09,load,19689.7907,3.513,69.1696,normal,0
2026-03-21T00:05:00+00:00,load_siemens_centre_of_excellence_10,load,17015.9237,5.2514,89.3581,undervoltage,1
2026-03-21T00:10:00+00:00,bus_ccpd,bus,19704.5399,13.5429,264.0925,normal,0
2026-03-21T00:10:00+00:00,bus_chem_dept,bus,19682.2196,18.7579,363.9114,normal,0
2026-03-21T00:10:00+00:00,bus_dispensary,bus,19695.09,8.5786,167.2711,normal,0
2026-03-21T00:10:00+00:00,bus_ifc_a,bus,19825.618,15.0559,298.8771,normal,0
2026-03-21T00:10:00+00:00,bus_lh,bus,19682.3122,14.5707,289.6698,normal,0
2026-03-21T00:10:00+00:00,bus_lib,bus,19771.2162,21.417,425.1001,normal,0
2026-03-21T00:10:00+00:00,bus_mega_hostel,bus,19720.0355,5.4283,107.4176,normal,0
2026-03-21T00:10:00+00:00,bus_mfc,bus,19676.9773,10.0463,198.8297,normal,0
2026-03-21T00:10:00+00:00,bus_mme,bus,19694.0089,15.6366,311.8353,normal,0
2026-03-21T00:10:00+00:00,bus_ped,bus,19696.6895,15.7542,312.6875,normal,0
2026-03-21T00:10:00+00:00,bus_siemens_centre_of_excellence,bus,19602.3699,28.8862,537.5523,overload,1
2026-03-21T00:10:00+00:00,bus_slack,bus,19678.121,167.6746,3277.2444,normal,0
2026-03-21T00:10:00+00:00,grid_main,external_grid,19948.5518,335.3492,6554.4888,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_01,load,19707.9108,0.6874,13.5477,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_02,load,19683.9719,0.7284,14.3368,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_03,load,19983.0489,0.9282,18.5484,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_04,load,19925.6902,0.9692,19.3114,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_05,load,16625.6453,1.3978,23.2387,undervoltage,1
2026-03-21T00:10:00+00:00,load_ccpd_06,load,19788.8866,1.2886,25.4996,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_07,load,19946.2113,1.4528,28.9782,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_08,load,20112.5064,1.579,31.7583,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_09,load,19801.8227,2.1504,42.5827,normal,0
2026-03-21T00:10:00+00:00,load_ccpd_10,load,19605.4947,2.3611,46.2907,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_01,load,19764.0936,0.8972,17.732,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_02,load,20108.6312,1.0856,21.8298,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_03,load,19866.2626,1.1239,22.3272,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_04,load,19722.8381,1.5268,30.1133,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_05,load,19740.502,1.7344,34.238,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_06,load,16241.3991,2.2228,36.1009,undervoltage,1
2026-03-21T00:10:00+00:00,load_chem_dept_07,load,19899.8459,1.818,36.1777,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_08,load,19717.0701,2.2386,44.1377,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_09,load,19751.2831,2.8542,56.3733,normal,0
2026-03-21T00:10:00+00:00,load_chem_dept_10,load,19924.0624,3.2564,64.8815,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_01,load,19890.9979,0.4382,8.7171,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_02,load,19665.2035,0.4945,9.7235,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_03,load,19864.9056,0.5806,11.5339,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_04,load,19852.5266,0.6668,13.2382,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_05,load,19806.2455,0.7158,14.1764,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_06,load,17028.1512,0.985,16.7726,undervoltage,1
2026-03-21T00:10:00+00:00,load_dispensary_07,load,20148.6003,0.8258,16.6397,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_08,load,19739.2197,0.9682,19.1124,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_09,load,19781.8772,1.4348,28.3839,normal,0
2026-03-21T00:10:00+00:00,load_dispensary_10,load,19725.121,1.4689,28.9734,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_01,load,19666.5426,0.8057,15.846,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_02,load,19817.7088,0.8467,16.7791,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_03,load,19935.8125,1.1354,22.6344,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_04,load,19733.5156,1.1235,22.1705,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_05,load,19699.6902,1.2878,25.3685,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_06,load,19866.4216,1.417,28.1514,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_07,load,19952.5779,1.5319,30.566,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_08,load,20138.362,1.6534,33.2968,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_09,load,19829.8217,2.5437,50.4417,normal,0
2026-03-21T00:10:00+00:00,load_ifc_a_10,load,19781.304,2.7108,53.6227,normal,0
2026-03-21T00:10:00+00:00,load_lh_01,load,19794.6271,0.7427,14.7024,normal,0
